instance,mltd,ttr,readability,unique_words,avg sentence len,avg word len
1_1,73.17333333333333,0.7857142857142857,60.48,44,28,4.9
1_1,107.89333333333332,0.8235294117647058,63.19,56,17,4.5
1_1,71.68,0.875,72.16,28,16,4.5
1_3,110.07818181818183,0.7634408602150538,65.56,71,23,4.5
1_3,91.00000000000003,0.8,58.32,52,21,4.7
1_1,106.47368421052634,0.7764705882352941,45.26,66,42,4.4
1_2,102.0,0.7058823529411765,63.22,72,25,4.2
1_1,65.0,0.7076923076923077,58.62,46,21,4.4
1_2,83.0,0.6987951807228916,30.88,58,41,4.9
1_2,71.75466666666667,0.7580645161290323,67.38,47,20,4.7
1_3,78.15853658536585,0.7011494252873564,4.15,61,87,4.4
1_2,50.54000000000001,0.7894736842105263,78.59,30,19,4.1
1_1,82.79384615384615,0.7903225806451613,78.04,49,10,4.6
1_3,82.93262411347519,0.7068965517241379,58.96,82,29,4.7
1_3,119.00000000000003,0.8,50.16,68,21,4.9
1_4,76.88000000000001,0.7741935483870968,72.66,48,15,4.3
1_4,49.0,0.6938775510204082,64.04,34,24,4.1
1_5,89.69333333333331,0.8064516129032258,67.79,50,20,4.2
1_4,47.534206730769235,0.7450980392156863,75.4,38,12,4.2
1_6,87.48,0.7407407407407407,69.89,60,10,4.5
1_4,36.409240924092416,0.625,66.78,40,21,4.7
1_5,49.0,0.6020408163265306,72.16,59,16,4.7
1_7,90.72000000000001,0.7777777777777778,70.13,56,18,4.4
1_4,90.25738536155202,0.6275862068965518,68.03,91,29,4.3
1_7,41.11294765840221,0.8,83.96,32,13,4.3
1_4,64.78365384615384,0.6623376623376623,70.77,51,25,3.9
1_6,44.08579130124057,0.5,63.43,88,25,4.1
1_6,33.623548484656666,0.49714285714285716,69.01,87,19,4.1
1_4,76.664,0.7297297297297297,73.58,54,14,4.6
1_6,36.593846945894676,0.5403726708074534,56.32,87,32,4.5
1_7,53.81600000000002,0.8387096774193549,34.6,26,31,4.7
1_5,63.44827586206897,0.5163043478260869,65.66,95,23,4.4
1_4,46.59708121827411,0.6263736263736264,83.96,57,13,3.9
1_5,70.22195650769402,0.6423357664233577,77.57,88,19,4.0
1_9,78.86666666666669,0.7692307692307693,8.55,50,65,4.6
1_8,68.41444444444446,0.7313432835820896,81.12,49,16,4.0
1_8,36.18819188191882,0.6904761904761905,56.26,29,42,3.7
1_8,62.80615384615386,0.7592592592592593,60.99,41,27,4.4
1_10,85.99007203340783,0.6507936507936508,38.62,82,42,4.7
1_10,65.0,0.7230769230769231,67.79,47,21,4.1
1_6,78.09313725490196,0.7191011235955056,70.73,64,17,4.8
1_6,56.02153846153847,0.7450980392156863,75.91,38,12,4.2
1_11,82.03086419753086,0.6907216494845361,80.62,67,16,4.4
1_11,92.1058069171354,0.6923076923076923,72.36,90,16,4.5
1_12,63.11902448503693,0.6310679611650486,69.11,65,20,4.1
1_6,137.44888888888886,0.8085106382978723,32.26,76,31,5.1
1_12,60.0,0.71875,70.9,46,9,4.6
1_12,64.0,0.71875,63.9,46,16,4.2
1_12,82.0909090909091,0.6,53.34,96,26,4.6
1_12,64.736,0.8529411764705882,88.57,29,17,4.3
1_13,42.875000000000014,0.7714285714285715,71.14,27,17,4.1
1_12,74.08120531154239,0.6438356164383562,59.33,94,20,4.6
1_13,68.41866438356165,0.6050955414012739,56.73,95,31,4.7
1_12,101.64000000000003,0.8181818181818182,66.94,54,13,4.5
1_13,87.51136363636363,0.6568627450980392,54.56,67,25,4.5
1_12,88.13244514106583,0.6635514018691588,67.28,71,21,4.5
1_12,56.70000000000001,0.7777777777777778,68.77,35,11,4.5
1_13,31.917365878464278,0.6455696202531646,39.34,51,39,5.0
1_14,97.46800000000002,0.8305084745762712,59.94,49,19,4.9
1_15,37.52883031301482,0.7,68.6,56,20,4.4
1_14,72.82800000000002,0.803921568627451,71.44,41,17,5.0
1_14,197.49333333333348,0.9347826086956522,81.63,43,15,4.5
1_16,112.36000000000004,0.8679245283018868,53.51,46,17,5.1
1_14,50.7433962264151,0.6666666666666666,71.85,68,17,4.4
1_16,108.05555555555556,0.6956521739130435,80.92,80,16,4.4
1_16,61.685993111366244,0.6627906976744186,75.74,57,21,3.7
1_14,204.11999999999972,0.9629629629629629,60.99,26,27,5.3
1_15,72.96968946735517,0.6666666666666666,81.73,70,15,4.4
1_15,56.0,0.7142857142857143,77.87,40,18,4.3
1_16,96.6116666666667,0.7362637362637363,73.47,67,15,4.6
1_18,118.81,0.7431192660550459,62.17,81,18,4.6
1_18,107.18900343642612,0.7142857142857143,42.38,80,37,4.7
1_19,79.4957947407644,0.635593220338983,73.88,75,14,4.4
1_14,79.84803921568627,0.7142857142857143,49.18,65,30,4.8
1_19,70.41533546325878,0.7,77.53,56,11,4.2
1_19,81.22333333333333,0.7966101694915254,52.53,47,29,4.4
1_14,61.41483390130047,0.5954198473282443,70.02,78,18,4.3
1_19,66.87733333333333,0.7580645161290323,72.87,47,15,4.2
1_20,54.89240506329114,0.7040816326530612,22.25,69,49,4.9
1_20,78.93541674141582,0.6589147286821705,47.66,85,32,4.7
2_22,58.3250786163522,0.5505050505050505,97.03,109,16,3.8
2_21,78.49333333333335,0.896551724137931,58.96,26,29,4.7
2_23,70.87499999999999,0.8222222222222222,64.71,37,15,4.5
2_22,148.32432432432435,0.7357142857142858,72.36,103,15,4.7
2_23,82.89473684210529,0.7466666666666667,69.31,56,18,4.6
2_22,47.55292428296133,0.6133333333333333,71.48,92,25,4.1
2_21,51.91995943572678,0.5601851851851852,64.04,121,24,4.4
2_21,117.23684210526316,0.7037037037037037,71.24,95,16,4.4
2_23,63.900578135949544,0.6027397260273972,66.17,132,21,4.5
2_22,53.94666666666666,0.8235294117647058,45.43,28,34,5.2
2_21,50.54000000000001,0.7894736842105263,95.67,30,9,3.7
2_23,58.33333333333334,0.76,54.56,38,25,5.0
2_24,67.375,0.6313131313131313,73.98,125,14,4.8
2_25,92.38698630136986,0.6792452830188679,81.53,72,15,4.2
2_26,54.76000000000002,0.8108108108108109,61.16,30,18,5.2
2_24,46.875,0.72,79.6,36,16,4.0
2_25,115.88007293370175,0.6917808219178082,63.59,101,16,4.7
2_24,60.18746708794103,0.6179775280898876,78.79,110,17,4.2
2_25,61.59272282906878,0.585635359116022,78.48,106,18,4.4
2_25,81.94716533095874,0.5546218487394958,61.8,132,26,4.3
2_24,76.69603911879193,0.5509433962264151,64.04,146,24,4.2
2_25,45.354693140794225,0.49047619047619045,80.41,103,16,4.1
2_26,95.00906861051614,0.6411764705882353,55.27,109,24,4.6
2_24,47.82739342334902,0.6170212765957447,70.53,87,17,4.3
2_25,69.39272334293948,0.5218855218855218,65.25,155,22,4.4
2_24,99.35255437531615,0.65,59.53,104,20,4.8
2_25,50.52800208387601,0.5509259259259259,58.01,119,21,4.5
2_25,140.14318783068782,0.6731517509727627,59.84,173,19,4.9
2_27,89.9106813996317,0.6486486486486487,61.16,96,18,4.5
2_27,79.94696969696969,0.5780346820809249,63.43,100,24,4.8
2_26,76.66400000000004,0.8648648648648649,78.08,32,18,4.2
2_25,65.78008962868118,0.6434108527131783,53.21,83,43,4.1
2_28,85.0177769461078,0.6181818181818182,71.65,102,16,4.4
2_29,70.01695577433975,0.5589519650655022,80.21,128,16,4.1
2_28,73.33904778191044,0.6377952755905512,78.48,81,18,4.4
2_29,121.67999999999999,0.8205128205128205,40.35,64,39,4.7
2_30,68.32760650780011,0.5828877005347594,67.28,109,20,4.6
2_28,46.74448767833982,0.5882352941176471,83.05,80,13,3.7
2_30,59.281898852135946,0.574468085106383,77.77,108,18,4.1
2_30,48.40897128783022,0.5370370370370371,59.81,116,36,4.2
2_28,52.14855072463769,0.6126126126126126,69.62,68,18,4.2
2_28,58.62986124157922,0.6363636363636364,69.82,70,18,4.3
2_29,68.09721453606346,0.6237623762376238,71.34,126,16,4.5
2_31,37.884508118433615,0.8235294117647058,45.43,28,34,5.2
2_30,49.560703929648284,0.6357615894039735,69.21,96,18,4.5
2_28,64.22913018096907,0.5482233502538071,74.63,108,21,4.2
2_30,69.5849561034837,0.6127167630057804,73.58,106,14,4.6
2_30,71.13552664366004,0.6040609137055838,81.22,119,15,4.3
2_31,73.14830214830215,0.5168067226890757,69.82,123,18,4.4
2_32,82.39935991941455,0.6709677419354839,70.94,104,17,4.7
2_33,85.66051408258136,0.6440677966101694,68.2,114,19,4.5
2_34,67.24,0.8292682926829268,67.59,34,20,4.5
2_35,85.9640434192673,0.7017543859649122,59.47,80,28,4.4
2_34,48.36671469740634,0.5454545454545454,81.02,102,15,4.1
2_35,69.49264705882354,0.5250836120401338,76.56,157,19,4.2
2_35,80.1369459998102,0.596244131455399,66.78,127,21,4.5
2_32,145.65600000000003,0.9019607843137255,52.66,46,10,5.3
2_33,68.70258620689656,0.7142857142857143,77.27,55,19,4.2
2_35,50.06506576325229,0.6089385474860335,70.23,109,17,4.6
2_34,64.27160493827161,0.7236842105263158,83.96,55,12,4.4
2_32,38.80858183328276,0.5149700598802395,71.34,86,16,4.4
2_32,81.17378432354118,0.5811320754716981,83.36,154,13,4.1
2_36,58.333333333333336,0.5828571428571429,68.7,102,19,4.4
2_36,69.72189227933649,0.6010362694300518,60.38,116,27,4.4
2_37,52.62901861252115,0.5973154362416108,75.24,89,21,4.2
2_37,72.84207144971163,0.5633187772925764,67.83,129,28,4.2
2_38,59.59782954415339,0.6590909090909091,69.21,87,18,4.2
2_37,68.15775443941156,0.6617647058823529,53.89,90,34,4.7
2_37,62.348066298342545,0.5683060109289617,70.16,104,26,4.4
2_38,97.63746673225616,0.6077586206896551,75.34,141,21,4.3
2_38,150.7805970495304,0.5951557093425606,82.85,172,13,4.2
2_37,45.23701181073835,0.6477272727272727,43.74,57,44,4.2
2_38,106.09000000000002,0.7281553398058253,81.93,75,14,4.3
2_37,81.22679640718562,0.5573770491803278,67.69,102,20,4.6
2_40,61.522123893805315,0.7088607594936709,68.3,56,19,4.2
2_40,75.57446808510639,0.668918918918919,58.35,99,29,4.6
2_39,41.53846153846154,0.625,64.17,100,32,4.2
2_39,65.38724341550287,0.6283783783783784,67.08,93,21,4.5
2_39,50.99952365830423,0.6842105263157895,60.65,65,19,4.5
3_41,74.62185444991118,0.6084905660377359,74.9,129,13,4.5
3_42,71.79780734935913,0.5860215053763441,56.93,109,31,4.6
3_43,54.0,0.5617283950617284,83.05,91,13,4.2
3_43,104.70867208672087,0.6342857142857142,73.58,111,14,4.5
3_41,99.59384615384617,0.8088235294117647,79.6,55,17,4.0
3_43,86.98466930188354,0.5851063829787234,80.72,110,15,4.2
3_43,91.95454545454547,0.7411764705882353,67.65,63,12,4.6
3_41,77.09781576448243,0.6440677966101694,59.94,76,19,4.3
3_43,74.36954785109444,0.6344827586206897,83.36,92,13,4.0
3_42,96.73743016759778,0.7115384615384616,34.6,74,52,4.5
3_42,99.0,0.7171717171717171,63.02,71,24,4.5
3_41,66.47967479674797,0.6891891891891891,60.85,51,18,4.8
3_43,81.43828323368007,0.5416666666666666,73.17,130,15,4.2
3_41,63.05438940881078,0.796875,66.78,51,21,4.5
3_43,82.61097593944311,0.5251141552511416,69.82,115,18,4.3
3_44,58.52959909877417,0.6307692307692307,62.01,82,26,4.3
3_45,94.8908131520369,0.6285714285714286,46.1,110,25,5.4
3_45,71.5,0.6783216783216783,67.69,97,20,4.5
3_44,81.8117310580641,0.5909090909090909,60.35,91,19,4.6
3_44,54.12532637075718,0.6166666666666667,73.07,74,15,4.4
3_44,66.75637393767705,0.5848214285714286,65.15,131,22,4.8
3_45,81.84394612464163,0.5714285714285714,55.0,132,33,4.6
3_44,42.278317152103554,0.5217391304347826,62.98,96,16,4.4
3_44,61.18396226415095,0.6722689075630253,59.43,80,19,4.8
3_46,74.0743257938234,0.656,75.71,82,12,4.4
3_46,82.58571454072411,0.5230125523012552,61.19,125,26,4.5
3_47,73.76411942514716,0.6451612903225806,72.66,100,15,4.6
3_47,78.27684964200478,0.6847826086956522,56.29,63,23,4.8
3_46,78.00525946704067,0.5847953216374269,44.75,100,42,4.6
3_47,94.39875243664719,0.7403846153846154,50.16,77,20,4.8
3_47,45.28394195770864,0.5611510791366906,32.94,78,46,4.5
3_46,83.036866359447,0.6306818181818182,65.96,111,22,4.4
3_48,46.9353085581065,0.5806451612903226,45.09,72,24,4.9
3_48,90.20289855072464,0.7083333333333334,55.07,68,24,4.7
3_48,60.707184642280794,0.543859649122807,65.56,93,21,4.5
3_49,106.0,0.6981132075471698,69.45,74,26,4.2
3_49,52.94929006085192,0.6634615384615384,53.92,69,17,5.1
3_49,117.81333333333332,0.776595744680851,55.58,73,23,4.8
3_50,88.26681525196719,0.6870229007633588,46.64,90,32,4.7
3_51,64.34834834834835,0.6931818181818182,43.74,61,44,4.5
3_50,63.22727272727273,0.7051282051282052,70.47,55,26,4.6
3_51,81.18651557919031,0.6442953020134228,66.78,96,21,4.4
3_50,114.0,0.7192982456140351,60.95,82,19,4.6
3_50,38.08232209984831,0.5656565656565656,63.22,56,24,4.4
3_51,60.41999608942189,0.6989247311827957,55.92,65,31,4.6
3_51,87.49999999999999,0.84,46.11,42,50,4.3
3_52,84.10873019872017,0.6577181208053692,79.8,98,16,4.2
3_52,51.7801724137931,0.6341463414634146,65.59,78,30,4.3
3_52,73.13292253521126,0.5816993464052288,52.09,89,19,5.0
3_53,71.35968137254903,0.6456692913385826,55.61,82,31,4.5
3_53,70.79608259945338,0.6574074074074074,53.0,71,18,5.1
3_53,75.20551924473494,0.6634615384615384,44.11,69,34,4.8
3_54,37.168433451118965,0.4681818181818182,63.12,103,24,4.5
3_54,81.05176093916756,0.6113989637305699,66.47,118,21,4.4
3_55,43.575358035917255,0.6979166666666666,47.15,67,32,4.8
3_54,108.864,0.7222222222222222,72.56,78,15,4.7
3_55,50.5586176727909,0.551948051948052,55.51,85,30,4.6
3_55,58.78921568627452,0.6417910447761194,73.07,86,14,4.3
3_54,82.83068181818182,0.6495726495726496,59.84,76,19,5.0
3_55,63.9021782977007,0.6635514018691588,66.27,71,21,4.4
3_54,29.092105263157897,0.6119402985074627,83.05,41,13,4.0
3_55,110.35298912298967,0.6615384615384615,45.8,129,24,5.0
3_56,88.00672524742393,0.717948717948718,68.06,84,11,4.7
3_57,48.54855008168555,0.5894039735099338,83.39,89,21,3.9
3_57,59.73654717624702,0.54,76.56,108,20,4.2
3_56,36.03960396039604,0.7076923076923077,60.51,46,10,4.7
3_57,77.0,0.6233766233766234,74.53,96,22,4.1
3_56,76.40976462299939,0.6412213740458015,74.59,84,13,4.8
3_56,64.715,0.813953488372093,52.05,35,10,5.3
3_56,61.50080515297907,0.7142857142857143,49.32,55,38,4.2
3_57,86.81170255686116,0.5887850467289719,60.52,126,35,4.0
3_56,87.11454606440071,0.6814814814814815,71.24,92,16,4.4
3_58,51.078639985512496,0.6071428571428571,81.02,85,15,4.3
3_58,63.63636363636365,0.78,67.25,39,12,4.8
3_56,123.43333333333332,0.7391304347826086,73.78,85,14,4.3
3_59,106.58000000000003,0.8082191780821918,56.86,59,14,5.0
3_59,69.17447916666667,0.6732673267326733,62.68,68,16,4.5
3_59,144.0,0.7222222222222222,63.73,104,24,4.6
3_59,61.662916666666675,0.7236842105263158,71.18,55,25,4.2
3_60,61.45016969763421,0.5373831775700935,71.55,115,16,4.4
3_60,72.93184331529015,0.6280487804878049,69.72,103,18,4.5
3_60,94.0,0.6914893617021277,74.79,65,13,4.4
3_60,75.7880366161616,0.5966850828729282,71.65,108,16,4.3
4_61,68.14864864864865,0.7073170731707317,60.69,58,27,4.5
4_63,101.60212201591513,0.6578947368421053,68.16,100,11,4.6
4_62,115.76444444444441,0.8524590163934426,57.95,52,30,4.3
4_61,78.5575,0.7611940298507462,68.77,51,11,4.4
4_62,78.5575,0.7611940298507462,68.77,51,11,4.4
4_61,87.49999999999999,0.84,71.99,42,25,4.0
4_62,35.67314458033172,0.631578947368421,60.48,36,28,4.4
4_62,85.75000000000003,0.7714285714285715,52.87,54,35,4.4
4_61,49.02910247004158,0.6071428571428571,62.17,85,17,4.7
4_62,107.81570996978851,0.7086614173228346,41.4,90,21,5.6
4_61,107.54545454545459,0.8307692307692308,46.95,54,32,4.9
4_64,64.35856935366739,0.6629213483146067,51.69,59,44,3.8
4_64,62.99999999999999,0.7333333333333333,68.1,44,20,4.3
4_64,62.69940278699403,0.6309523809523809,74.29,106,14,4.4
4_64,54.59027054598007,0.6319444444444444,67.49,91,20,4.2
4_61,84.61790302527974,0.6904761904761905,66.88,87,21,4.5
4_61,82.54867256637169,0.7169811320754716,61.87,76,17,4.7
4_65,61.54087907599447,0.6347826086956522,59.16,73,28,4.4
4_65,60.52407096043646,0.5422535211267606,64.34,77,23,4.1
4_65,58.89038804638716,0.6987951807228916,4.15,58,83,4.4
4_66,120.69110764430577,0.7062937062937062,59.03,101,20,4.6
4_66,70.85543130990416,0.6211180124223602,70.23,100,17,4.4
4_67,56.68808777429467,0.5677966101694916,76.86,67,19,4.4
4_67,81.21875,0.717391304347826,57.23,66,30,4.5
4_67,69.42439916279741,0.6847826086956522,57.23,63,30,4.5
4_67,72.05087440381558,0.6,69.96,96,26,4.2
4_68,89.33072689373745,0.6379310344827587,71.38,111,24,4.2
4_68,70.07670070633472,0.5747126436781609,44.24,100,43,4.2
4_69,86.41666666666666,0.6203208556149733,72.66,116,15,4.3
4_69,45.860318601692576,0.5210084033613446,76.76,124,19,4.1
4_70,70.40384615384616,0.6024844720496895,63.59,97,16,4.7
4_71,71.07557436705419,0.5869565217391305,76.15,108,20,4.2
4_71,78.24585062240664,0.6339869281045751,83.96,97,12,4.1
4_72,77.86486486486487,0.664179104477612,54.6,89,33,4.6
4_72,118.8208,0.7572815533980582,45.43,78,34,4.4
4_73,37.90432960893855,0.5030674846625767,90.09,82,14,3.8
4_73,52.105691056910565,0.6120689655172413,83.76,71,12,4.4
4_74,69.51889657965464,0.6638655462184874,55.78,79,23,4.5
4_74,56.117509841632355,0.6068376068376068,58.96,71,29,4.4
4_75,56.18053441569423,0.6813186813186813,57.64,62,30,4.9
4_76,61.508166969147,0.6363636363636364,46.64,84,33,4.8
4_76,75.02319587628867,0.6774193548387096,65.39,63,31,4.2
4_76,60.50153846153848,0.7547169811320755,61.97,40,17,4.6
4_75,30.0,0.5583333333333333,57.44,67,30,4.4
4_75,87.39934272560875,0.6423841059602649,41.57,97,37,4.7
4_76,105.41176470588236,0.7875,70.47,63,26,4.2
4_77,91.30192896762978,0.5789473684210527,50.17,132,45,4.1
4_77,33.84596871239471,0.525974025974026,79.3,81,17,4.4
4_78,44.73880597014926,0.6909090909090909,51.85,38,11,5.4
4_79,64.6256689743212,0.652542372881356,55.98,77,23,5.0
4_79,59.84530938123753,0.5642458100558659,41.23,101,29,5.3
4_80,45.39481173161698,0.5702479338842975,63.83,69,24,4.3
4_80,45.26176290552948,0.5294117647058824,65.35,108,22,4.5
4_80,64.21648216482164,0.5432692307692307,66.98,113,20,4.4
4_80,35.584657320872275,0.4977168949771689,75.3,109,12,4.4
5_81,57.907710280373834,0.6747967479674797,63.22,83,24,4.5
5_81,80.864,0.7368421052631579,32.4,56,38,4.6
5_82,80.14461538461539,0.7868852459016393,56.42,48,30,4.6
5_81,76.45866666666667,0.765625,14.98,49,64,4.6
5_82,74.03846153846155,0.76,41.87,57,37,4.7
5_81,84.70000000000003,0.8181818181818182,7.19,45,55,5.2
5_82,93.76125049780964,0.6788321167883211,53.38,93,34,4.7
5_83,94.88306626972768,0.5913978494623656,56.93,110,31,4.3
5_83,114.81750000000002,0.8024691358024691,52.53,65,27,4.8
5_84,70.58333333333336,0.7818181818181819,32.57,43,55,4.4
5_84,93.91216216216216,0.7079646017699115,59.98,80,28,4.2
5_83,90.31578947368422,0.7019230769230769,53.58,73,34,4.3
5_85,93.75,0.68,53.89,68,33,4.5
5_84,89.22727272727272,0.6923076923076923,62.01,72,26,4.2
5_85,83.79466666666669,0.7761194029850746,54.39,52,33,4.3
5_85,64.0,0.6015625,36.59,77,42,4.8
5_87,72.25818255477361,0.6692307692307692,55.41,87,32,4.4
5_88,88.2175,0.7746478873239436,64.34,55,23,4.6
5_87,64.98000000000002,0.7543859649122807,60.65,43,19,4.5
5_86,91.63636363636364,0.8166666666666667,32.57,49,30,5.1
5_86,53.23499999999999,0.7948717948717948,48.81,31,39,4.2
5_86,83.00600000000001,0.7402597402597403,51.89,57,19,5.2
5_87,93.25750000000002,0.7808219178082192,42.89,57,36,4.8
5_87,130.23499999999999,0.8688524590163934,48.98,53,30,4.8
5_88,74.53164556962025,0.6304347826086957,65.05,58,23,4.7
5_89,83.43304347826087,0.7228915662650602,60.28,60,27,4.3
5_89,105.12352941176471,0.7391304347826086,41.06,85,38,4.8
5_90,158.41333333333338,0.8073394495412844,60.01,88,36,4.4
5_90,118.49600000000002,0.782608695652174,52.8,72,18,5.0
5_89,129.472,0.8529411764705882,36.97,58,34,5.1
5_91,60.52768729641694,0.6842105263157895,77.27,52,19,4.2
5_91,78.49333333333335,0.896551724137931,33.58,26,29,5.0
5_92,64.9495377503852,0.6904761904761905,45.77,58,42,4.5
5_92,81.0,0.7160493827160493,47.29,58,40,4.3
5_92,72.74456756756757,0.7530864197530864,67.79,61,20,4.6
5_91,74.99733792671469,0.6165413533834586,60.65,82,19,4.7
5_91,73.96875,0.691358024691358,76.25,56,20,4.0
5_91,60.18739576818845,0.6204379562043796,56.79,85,22,4.4
5_93,65.66666666666667,0.583756345177665,30.17,115,65,4.4
5_94,59.24800000000001,0.782608695652174,64.41,36,15,4.5
5_93,68.85443037974684,0.6818181818181818,65.76,60,22,4.6
5_93,58.0,0.6551724137931034,73.31,76,23,4.3
5_94,85.62909090909089,0.8103448275862069,51.89,47,19,5.0
5_93,85.77409105015221,0.6375838926174496,37.65,95,49,4.6
5_94,72.43028409884127,0.6857142857142857,26.65,72,52,4.7
5_95,63.019201784530054,0.6336633663366337,65.32,64,14,4.7
5_95,90.47826540185554,0.6153846153846154,39.6,96,31,4.8
5_95,79.99441340782124,0.7093023255813954,19.37,61,43,5.0
5_96,52.5,0.5904761904761905,69.79,62,35,4.0
5_96,67.27000000000001,0.7419354838709677,64.2,46,15,4.6
5_96,80.1242081821953,0.5874125874125874,43.4,84,35,4.6
5_97,81.14256818684619,0.6118421052631579,62.51,93,25,4.5
5_97,82.97475797351072,0.6351351351351351,37.95,94,49,4.4
5_97,79.91486357506874,0.6339869281045751,45.09,97,51,4.1
5_98,82.45203836930456,0.6294117647058823,22.38,107,56,4.5
5_98,57.455742988119425,0.5024630541871922,-7.19,102,101,4.2
5_99,70.0,0.7,17.35,49,70,4.4
5_99,56.65300546448087,0.5804195804195804,58.55,83,28,4.7
5_99,76.3984375,0.6868686868686869,46.61,68,49,4.1
5_100,95.596547314578,0.6837606837606838,59.33,80,19,5.2
5_100,56.54256587544971,0.6028368794326241,66.61,85,28,4.2
5_100,53.0,0.7169811320754716,60.48,38,26,4.6
